3.07503 0
3.09515 0.020117
3.11562 0.0235378
3.11505 0.0166536
3.13163 0.0210083
3.14268 0.0204065
3.13181 0.0203901
3.13267 0.0176795
3.13128 0.0156541
3.1248 0.0154254
3.12323 0.014041
3.11812 0.0138006
3.12332 0.0137188
3.12123 0.0128719
3.11948 0.0121098
3.1194 0.011328
3.1199 0.0106526
3.12139 0.0101526
3.12147 0.00960381
3.12126 0.00911347
3.12029 0.00872335
3.12032 0.00831747
3.12181 0.00808594
3.12085 0.00780057
3.12378 0.00803184
3.12643 0.00816124
3.12863 0.00815446
3.13016 0.00800619
3.12875 0.00785275
3.13042 0.00776659
3.13018 0.00751564
3.12822 0.0075361
3.12655 0.00749242
3.12838 0.00749559
3.12809 0.00728411
3.12798 0.00707978
3.12768 0.00689193
3.12715 0.00672906
3.12722 0.00655463
3.12712 0.00638952
3.1289 0.00648029
3.13018 0.00645249
3.12805 0.00665092
3.1289 0.00655369
3.12934 0.00642136
3.12969 0.00629021
3.13132 0.0063663
3.13149 0.00623471
3.13205 0.00613108
3.13161 0.00602276
3.13189 0.00590989
3.13076 0.00590423
3.13005 0.00583517
3.13034 0.00573337
3.12928 0.00572658
3.12877 0.00564638
3.12949 0.00559244
3.12901 0.00551596
3.12889 0.00542294
3.12884 0.00533201
3.12826 0.0052765
3.12852 0.00519743
3.12814 0.00512831
3.12962 0.00525929
3.12946 0.00518024
3.12982 0.00511423
3.13036 0.00506547
3.13129 0.00507707
3.13198 0.00504979
3.13079 0.00511707
3.13152 0.00509717
3.13132 0.0050298
3.13264 0.00513378
3.13414 0.00528123
3.13317 0.00530104
3.13292 0.00523671
3.13308 0.0051709
3.13299 0.00510499
3.13366 0.00508397
3.13366 0.00502002
3.13383 0.00496065
3.13368 0.00490224
3.13359 0.00484371
3.13492 0.00496832
3.13485 0.00491003
3.13535 0.00487803
3.13474 0.00485959
3.13616 0.00500872
3.13561 0.00498237
3.13588 0.00493387
3.1356 0.00488737
3.13608 0.00485761
3.13603 0.00480531
3.13569 0.00476637
3.1356 0.00471664
3.13641 0.00473702
3.13594 0.00471204
3.13654 0.00470234
3.13588 0.00470109
3.1359 0.00465388
